"epidermis__standard_1h"	"epidermis__140mM_1h"	"epidermis__140mM_3h"	"epidermis__140mM_8h"	"epidermis__140mM_20h"	"epidermis__140mM_32h"	"epidermis__140mM_48h"	"cortex__standard_1h"	"cortex__140mM_1h"	"cortex__140mM_3h"	"cortex__140mM_8h"	"cortex__140mM_20h"	"cortex__140mM_32h"	"cortex__140mM_48h"	"endodermis__standard_1h"	"endodermis__140mM_1h"	"endodermis__140mM_3h"	"endodermis__140mM_8h"	"endodermis__140mM_20h"	"endodermis__140mM_32h"	"endodermis__140mM_48h"	"stele__standard_1h"	"stele__140mM_1h"	"stele__140mM_3h"	"stele__140mM_8h"	"stele__140mM_20h"	"stele__140mM_32h"	"stele__140mM_48h"
"FUT7"	6.08222	4.743118	4.299343	4.390439	4.471963	4.907176	4.205078	6.901414	6.354595	6.324411	6.531249	6.196452	6.215483	5.818031	5.536372	2.940624	3.328632	5.18773	5.120217	3.659809	2.566881	7.826426	6.35311	6.53019	6.203238	5.845716	5.683235	6.091643
"CPK29"	3.948044	2.323192	3.16002	3.441472	2.899797	2.499737	2.903536	7.146754	7.065447	7.336677	8.701385	8.694781	8.072049	8.471978	6.549998	6.069795	7.563323	7.742646	7.94152	8.192441	8.330697	6.182869	7.828242	8.830967	8.7347	7.543089	7.915596	8.228126
"ANAC026..VND5"	3.247716	4.605929	1.703855	2.034432	3.379495	1.438999	3.266395	4.831719	4.989188	5.201055	5.089351	3.914242	3.648075	4.722779	5.503447	4.346663	4.556695	3.833895	2.630378	4.727223	3.062073	5.647937	6.782052	7.0503	7.620556	6.308129	7.058997	7.028089
"ATCLV1..CLV1..FAS3..FLO5"	3.158202	2.809448	2.05825	2.626538	2.264315	3.298464	4.623997	6.863428	6.131696	5.623197	4.279766	4.494465	4.214916	5.208823	7.99329	7.172755	6.035361	5.491778	5.168121	4.427392	3.756929	5.257943	7.912502	6.002773	6.195807	5.13045	5.26081	5.780334
"ATMC8..AtMCP2e..MC8..MCP2e"	5.1773931	2.9838664	1.7568972	0.7480477	3.43042	1.906769	1.8420391	5.5096023	3.3918705	4.2592411	2.6406779	4.2685845	1.3736811	1.7606297	4.9748791	3.5306443	1.5739495	4.152557	4.4013939	4.7162786	3.6780382	7.0628163	2.6753377	2.9925708	1.7326362	4.631129	3.644157	1.8294765
"CYP71B28"	4.275715	1.9756	3.0945	4.018027	2.876836	4.46512	2.476814	6.123009	6.48595	5.369428	6.126889	5.999558	6.066568	6.813155	7.028512	7.589408	5.253162	6.214834	6.781053	5.806036	6.399821	6.759746	6.583697	5.522931	5.418913	5.489544	5.138377	5.758472
"CYP71B29"	5.917356	4.912686	3.521403	2.878889	3.096632	2.778283	2.851086	7.41161	7.500394	6.47765	5.709062	5.63502	5.524351	5.717726	7.335901	8.173099	6.692653	6.136287	6.791695	6.38432	6.115495	8.39199	6.351827	6.21789	5.384518	5.77121	5.229869	5.092104
"BLT"	4.538524	4.160474	2.973345	3.027205	4.491767	2.942946	2.446783	5.7861	3.250599	5.537078	4.580648	4.502046	3.357811	4.454935	6.456383	4.779956	4.713151	4.484857	5.149772	5.344105	5.443443	5.951787	5.020791	5.446127	5.271905	5.879279	5.898129	6.216717
"AMT1.2..ATAMT1.2"	3.901739	2.684723	2.734258	5.082072	3.170196	4.080467	3.809209	5.475174	4.126603	6.301778	7.678963	6.599278	5.299279	5.645173	7.541046	6.116649	7.548265	5.487223	6.061698	5.169194	6.171237	6.290796	5.242108	6.572463	5.454116	4.754111	4.933349	3.895801
"APL..WDY"	3.487827	3.205644	2.951005	3.139734	3.969404	3.86739	4.247641	5.73207	4.984084	5.963159	5.508893	3.510465	4.600144	4.408607	7.192546	6.605308	6.958027	5.763127	4.774497	4.449962	5.304331	5.628187	7.173817	6.682522	6.580948	6.659882	6.580538	6.562729
"GRP3S"	6.745102	7.084328	7.380794	6.436659	6.4192	5.627384	6.677324	6.655103	9.475525	9.544958	10.218488	9.0108	8.226271	7.577648	4.673117	4.900806	8.422495	7.143747	6.264319	5.950873	7.340353	3.56588	5.981454	6.583642	6.604872	4.969309	5.754639	4.576262
"ARFB1A..ATARFB1A"	3.57996	3.042672	4.076321	2.816497	3.427065	4.166886	2.742173	6.801724	5.917844	6.710939	5.881463	5.205495	5.114699	4.015951	7.937254	6.42746	6.728256	6.124824	6.386546	5.930997	5.317959	6.426911	7.465428	6.792048	7.405093	7.23948	7.474665	7.80501
"AtGDU4..GDU4"	3.643098	2.119776	1.69939	2.15484	1.81689	1.239827	2.149018	6.491409	6.654936	5.671268	3.568686	4.82227	5.067643	5.794631	8.158052	7.393121	5.196053	4.967954	4.126909	6.509327	6.271503	6.582979	7.015155	6.621195	6.390882	6.483984	6.693037	6.957007
"AGT..AGT1..SGAT"	4.714281	4.242338	4.079849	4.026655	4.463255	5.310244	4.799867	7.134293	8.029819	8.505872	8.521344	7.968393	7.41966	7.976925	2.872684	4.658024	5.402199	5.182793	4.981295	3.699824	5.19456	3.163127	5.922793	5.201849	5.91689	5.392963	5.190798	6.162837
"FLA6"	8.89967	6.99246	5.119761	4.932041	7.805392	7.433628	6.360553	8.34694	5.60063	5.534776	7.250992	9.048657	8.009925	7.439441	6.476299	5.86623	3.865091	4.356486	7.270979	6.990162	4.572887	10.063828	7.064733	5.064911	6.173102	10.318423	9.370598	7.829189
"ATEM6..EM6..GEA6"	4.2668447	2.0064511	2.2166093	2.0619718	2.118647	2.2748075	3.356003	0.5344819	2.4652154	4.0402403	5.4772991	2.4774793	2.4965639	2.6013123	2.7293463	6.6009943	8.6503406	8.5108797	4.8929619	4.2073698	5.7416742	1.7806803	3.1261315	5.6050563	5.7154369	2.1019584	2.3512449	2.0847266
"TBL30"	6.37524	3.591948	3.314303	3.735911	3.296121	3.533553	3.746597	8.971597	8.763042	8.850648	7.263558	6.896881	6.550191	7.5433	10.034431	10.774555	9.838482	10.469775	10.600764	10.267257	9.728825	9.640429	8.434488	7.492835	7.697054	7.805514	6.915731	6.816189
"DALL5"	3.921429	1.077838	2.021462	3.760907	1.92546	5.590345	4.402184	2.829777	2.265881	5.300136	4.878357	5.745118	4.711325	4.885804	1.546677	2.288817	4.622092	3.240096	4.12798	5.614162	3.747088	4.731558	3.819966	3.517316	4.82843	4.187151	4.433433	5.461131
"ATMYO5..ATXIF..XIF"	4.796234	3.053001	2.449179	1.740494	3.189922	1.428389	2.450881	6.46851	3.871545	5.740349	5.107368	5.014066	4.871882	5.238174	7.001273	6.151722	5.848787	4.71546	3.843152	6.109268	5.671896	6.611952	6.237294	6.762315	7.132622	7.345278	7.498675	7.990327
"COR15..COR15A"	3.281369	3.751135	4.572698	4.425042	3.434759	4.096174	3.3577	1.342124	7.411355	8.905411	8.619947	4.184188	3.824808	4.518764	2.751317	4.87523	6.352216	4.037719	2.715352	3.353787	4.192424	2.170884	6.075244	5.402504	4.132693	2.998697	1.414186	1.928476
"CRB..CSP41B..HIP1.3"	1.9717411	1.930806	0.9367276	1.8486859	2.6738828	3.2350617	3.0719192	5.9094771	7.2987346	7.1238507	6.760869	5.4797977	5.6783452	5.9215703	2.4276385	2.9387164	2.8886145	4.9833841	5.0826569	2.84202	3.9215469	3.7113686	4.8774752	4.8613922	4.2721188	3.609455	4.534147	4.9389297
"LAC5"	3.429612	2.616742	3.208666	3.202981	1.982164	3.005419	2.168111	1.92885	1.745187	5.958967	8.142592	4.300597	1.960618	3.047036	4.913258	6.174817	11.472561	11.480358	9.225785	6.167349	7.210614	2.431459	4.54441	8.288409	8.943654	4.62369	2.554429	2.781307
"CYP718"	7.768473	8.073573	7.779626	7.271776	6.190245	6.965849	5.186524	9.830081	8.796897	8.414741	7.745413	8.158481	8.681293	8.569536	7.321924	3.775017	2.933812	3.244169	4.371335	2.017817	2.728079	9.405417	7.003676	6.558243	6.238185	6.826485	7.178284	6.735741
"MRH6"	10.620226	8.408042	5.455566	6.931473	7.550411	7.181782	6.474521	10.185455	7.113073	9.101512	7.938589	9.259458	7.996567	7.698399	9.794062	7.711422	3.089344	5.602245	7.119054	6.825524	3.697713	11.338376	8.460082	6.783914	7.995903	10.267909	9.18088	7.55637
"CYP79B3"	5.004463	3.051567	4.896794	4.752574	5.264454	5.758609	5.653235	6.148357	4.556057	5.831614	6.282114	7.952282	7.177495	7.516363	7.076612	2.666938	5.012589	6.806163	9.245586	9.041973	8.469896	7.328902	6.091625	5.99934	7.153004	8.908934	9.421208	9.73968
"AGL22..FAQ1..SVP"	4.198296	3.15443	4.752327	4.676584	3.444612	6.029933	6.053799	3.292705	4.272311	5.044362	4.690392	3.637325	5.972657	5.021953	1.891128	4.575788	3.570134	3.521195	4.268366	4.857914	6.193824	2.310077	4.283816	2.629828	5.829312	5.578694	5.664963	7.47114
"ATERF15..ERF15"	3.679271	2.547184	2.590313	1.146241	3.619307	2.779053	3.248353	6.744026	6.787685	6.697034	7.148708	7.419218	6.767468	7.11372	6.752555	6.934331	7.865311	8.072374	7.788265	6.991787	7.950907	7.295706	6.461631	6.958867	6.463551	6.512831	6.016234	6.953077
"ATLUP1..LUP1"	3.880094	3.249642	2.007641	5.030675	2.261261	4.003616	2.603352	7.390549	7.274181	7.098424	6.58768	6.594879	7.770605	7.092624	6.185778	5.716049	4.495944	5.577953	6.231197	6.9387	6.849628	5.164499	2.990607	4.477158	5.922279	5.754039	5.567876	4.840656
"ATMYB63..MYB63"	6.476943	4.78274	3.531805	4.212561	3.998784	5.684087	5.4503	8.895682	6.675486	8.64428	7.703944	7.321538	7.982469	7.260859	9.557209	8.328072	8.79234	9.085802	9.083573	8.599137	8.799651	9.262828	9.106908	9.675739	9.211896	9.349469	9.134188	9.233878
"KCS2"	2.31063	2.6359204	1.7078357	4.3358889	2.0452265	0.9603866	1.3186869	3.9699854	6.3558011	7.5902046	8.1521378	2.7357605	3.2009194	4.5472055	8.5228145	10.9531235	12.1484603	11.2873615	10.4617971	7.4210715	8.5427842	5.7214216	7.3672151	9.337931	8.3838154	5.3625661	2.3483159	4.3569691
"CPK19"	5.952601	5.022977	2.258762	2.646408	3.563564	4.408599	3.293314	5.812768	4.368254	3.369031	3.668897	4.673211	4.739706	3.843321	4.168729	4.714519	1.640388	2.942675	1.079288	4.194928	4.470646	7.089627	4.063887	2.894745	3.535448	6.099697	4.93091	4.26108
"AtCIPK16..CIPK16..SnRK3.18"	5.909383	5.165481	2.861359	1.696969	4.608617	5.705316	2.736137	6.576784	6.768739	6.180125	7.155559	6.996019	6.898572	6.821487	4.033499	3.849361	3.635728	3.91581	4.907936	5.301726	3.423101	6.72375	5.744704	4.303738	6.323741	7.26173	7.05796	4.613616
"ATGPT2..GPT2"	5.026288	3.188577	3.714666	3.763426	3.585629	2.379779	3.539703	3.206415	5.747154	7.124724	6.894818	6.510524	6.308979	6.471587	5.132027	7.14793	7.551556	7.813883	6.58702	6.321753	6.517619	5.068846	4.49165	5.455456	4.852614	3.665488	5.085726	4.984292
"CYP82F1"	7.436798	6.785793	4.994177	2.432751	5.624516	7.069029	6.088342	10.736152	9.923232	10.883921	9.695325	10.21282	11.089718	10.957341	9.069089	9.961062	7.824591	9.420886	10.704193	10.61396	9.480633	9.378042	8.030482	7.139945	7.656939	8.757156	8.995328	8.694107
"RIC2"	5.249442	3.564328	3.787358	1.289184	1.094956	3.437702	3.437539	7.386246	6.831502	5.685938	6.054932	5.315868	5.575625	5.143658	9.012766	8.262277	6.270753	7.089998	7.872374	7.119308	6.622633	8.365655	8.659749	8.008826	8.034965	7.638194	8.088056	8.127947
"BRL1"	4.65856634	3.32121058	1.09033147	2.81721703	-0.05142296	3.748569	2.90031567	3.94211585	3.39878935	3.03652075	3.02914341	4.25889297	4.59660545	2.83825869	4.74244965	5.21515691	5.55711584	3.68026064	4.97634068	4.1085643	4.65218579	3.3475495	5.12683269	5.701926	4.73564237	4.01772489	3.46084501	5.3067789
"PSAG"	3.938766	1.979387	2.248294	2.360703	2.246661	2.392011	2.097322	8.680746	9.492569	9.478645	9.643756	8.306449	8.120969	8.372439	7.106262	7.289547	6.273701	8.598889	8.149718	7.353563	7.53855	6.770526	7.322219	6.502893	7.843112	7.20136	7.322721	7.832111
"RCI3..RCI3A"	8.848959	8.001434	7.249416	6.730935	6.599068	7.586708	6.678006	13.300747	13.69774	12.896342	10.95841	11.187386	10.431196	12.282212	13.92655	14.966776	14.224476	14.162803	14.138069	14.601703	14.641051	12.901738	11.982496	11.262991	11.343272	11.877881	11.960935	11.493241
"BDL..IAA12"	3.909368	2.099494	2.195324	2.424018	3.226271	2.284835	2.427196	6.006447	4.717342	5.088383	3.369937	4.791512	4.756588	5.264249	7.257519	6.056996	5.675833	5.527739	5.712512	5.811822	5.769274	6.86348	6.460694	6.770607	6.842242	6.72218	6.814895	7.083149
"AS2..AS2"	6.288566	5.930536	7.506356	7.941276	6.776724	7.926767	7.601539	3.742974	5.832835	6.845705	6.629732	6.606042	7.11635	6.737372	3.444327	4.08169	5.662869	5.51107	5.394073	4.504412	4.563692	5.328958	4.544279	4.549486	3.514726	5.068948	4.626685	5.513699
"BON3"	4.026244	1.631044	4.032012	5.011173	3.680982	4.098031	4.701682	2.76906	4.102574	4.612311	5.515991	3.900524	5.477958	4.699825	2.607856	4.633549	4.35105	6.404442	5.941382	5.834206	6.296734	3.615943	4.481519	3.408438	6.220799	5.129823	6.063299	6.44162
"ATRBOHB..ATRBOHB.BETA..RBOHB"	5.844819	4.743559	4.100223	2.592817	2.254276	2.670361	3.115293	10.877637	10.697515	10.439158	8.950076	9.415752	9.074191	10.397939	10.847654	11.402963	11.111092	11.051753	11.424594	11.614054	11.824006	9.743664	9.172175	9.202887	8.192644	8.707846	8.628959	8.895372
"LPR1"	4.782599	4.160608	3.508598	2.901795	3.073712	3.220344	3.810241	6.852923	7.064538	6.934489	7.447308	6.755299	6.354428	6.859306	7.40414	7.585382	8.04826	7.985787	7.767117	7.69325	7.947377	7.027128	8.508539	9.073198	8.547415	7.700986	8.043711	7.939456
"THA1"	3.036664	3.942643	3.878499	3.120372	2.395523	3.63696	3.855684	4.532029	5.091667	5.99605	6.011055	4.452732	6.338585	5.192416	4.814847	5.929612	6.180612	5.224849	6.128549	5.526016	6.301781	3.554923	4.349991	5.037487	4.085044	3.865014	4.480757	5.011723
"AtMYB60..MYB60"	3.956181	3.407369	3.221749	3.429135	4.59756	3.602135	2.157977	4.787417	3.937278	2.276366	2.309141	4.305045	4.383322	2.262496	4.85593	5.580301	5.065722	4.705645	4.247871	3.015921	4.835213	3.780382	4.896106	5.546838	5.58376	5.359899	5.722973	5.649211
"POR..PORC"	2.1614369	1.7916773	2.1055326	1.9596172	4.3672898	3.9556123	4.5098206	5.5466598	5.0904861	3.1198823	4.8568172	2.9164998	4.8558038	3.2749244	2.865092	3.5197618	4.305942	4.4149533	4.4606848	2.8917895	2.8957011	3.6301223	3.3518168	3.1752829	3.49171	0.4726294	1.6272285	3.4758312
"ATPIN7..PIN7"	2.8006765	2.3355619	0.5483134	0.7446637	1.6338017	2.1043105	0.8273419	6.011759	5.0247406	5.3019668	5.9757063	5.3226483	3.8016193	3.3561468	7.7297302	4.9144601	5.9651488	5.2778381	4.3068917	5.9828945	5.7676734	6.6251434	6.9181211	7.7753509	7.058218	6.1940567	7.1449645	7.2577311
"AST91..SULTR3.3"	3.135421	4.956776	4.97143	5.050374	5.073949	4.845319	5.16835	8.215976	9.698579	8.563019	8.025419	7.742019	7.896913	7.876713	6.288039	8.202077	8.108009	8.575255	8.680478	8.825023	8.644278	6.212979	6.918299	6.735043	5.933735	6.233344	6.176195	5.821598
"AATL2..ATLHT2..LHT2"	3.523438	3.268517	3.42225	3.952727	4.476073	2.000116	2.579047	4.927088	3.886139	4.598294	2.850491	0.864485	3.064426	4.686284	5.834911	6.082091	6.355259	7.258881	5.320493	4.357762	5.548302	5.361779	2.657261	4.265328	4.011347	4.538758	3.344132	2.96005
"LHCA3"	6.051472	4.745026	4.671876	4.425139	4.843154	5.144774	4.885574	9.890411	10.530631	10.637801	10.470536	10.010886	9.40059	9.901649	8.680624	7.511142	7.758609	9.095615	8.68925	7.930038	8.274799	8.457071	9.183842	8.60449	9.16958	8.545874	9.15955	9.498993
"MGP"	3.827198	1.376985	2.216912	1.656441	1.959575	1.319198	2.956443	7.082268	5.00386	6.897976	4.805038	7.091159	7.377094	6.785986	7.18023	4.310467	5.890363	6.202258	7.576024	6.325518	6.36776	6.852922	7.518441	6.616634	6.448261	6.449117	6.646679	6.802467
"AtTPX2..TPX2"	5.992885	6.699289	6.393646	7.079592	5.98739	7.227177	7.016242	2.585335	3.106532	3.924409	5.201703	5.77784	6.545616	4.427256	1.731047	4.648472	3.135573	4.367766	6.186501	6.006701	6.197767	4.01143	5.069249	4.723758	3.949921	4.764034	5.035491	6.109293
"JP630..PG3"	6.576721	5.313793	2.421917	4.382521	5.41606	6.818006	6.142105	9.102301	7.723263	7.450922	6.641492	7.371859	7.036491	6.843214	10.456615	9.23305	8.262132	7.142833	8.375691	8.929869	8.743161	9.957642	10.693399	10.302185	9.276483	9.964844	10.418582	10.752155
"ALDH2B..ALDH2B7"	7.24514	7.010273	7.697451	5.745701	5.962065	5.894607	6.459862	8.85829	11.559359	11.058829	10.231944	9.37511	8.945916	9.985193	11.060709	12.558174	13.042279	11.690085	11.762902	12.104876	12.471169	10.142906	12.77043	13.690728	12.049189	10.830794	11.69057	12.169559
"ATIDD15..SGR5"	3.9490552	1.8228661	0.954604	2.0586494	0.9284672	3.9906719	2.1034935	5.0034921	4.1875075	3.893221	2.6520343	4.4925589	3.3982535	2.8459727	5.0949857	4.8251908	2.5194306	4.1094096	2.997016	5.3263184	5.2897777	3.8190786	5.3294911	5.4416758	5.5820254	5.9375405	5.6649166	6.6003447
"DAG2"	4.180009	3.690964	3.10553	2.981302	4.599782	4.685747	3.768347	6.793475	6.934711	6.564261	6.834371	6.52767	6.172227	5.651809	7.929832	6.775893	6.774893	7.173759	7.419194	7.481725	7.084884	7.476499	8.223613	8.302103	8.458384	7.639923	8.175423	8.297764
"IRX9"	7.070089	4.774623	4.504517	4.588398	5.493557	5.244431	5.946941	8.060291	6.748387	7.542505	7.248842	7.576691	7.653684	7.436841	9.063826	8.042136	8.650167	8.116036	8.064328	8.407891	7.985431	9.120255	10.527785	10.922072	11.146473	10.370869	10.984445	10.905332
"LOG3"	4.198446	3.413332	3.563578	3.066633	3.545192	3.642496	3.639328	4.03966	5.136267	4.250205	4.788804	5.315089	4.444972	4.499256	4.632708	3.463954	5.530503	6.469679	5.27781	4.253521	6.209771	6.083141	7.714212	8.077922	7.786143	7.027044	7.952386	8.334347
"ATCNGC15..CNGC15"	7.676831	8.664833	8.206265	8.105686	6.754503	7.925041	7.005511	5.34955	6.427161	5.98661	6.441939	6.135258	6.385784	5.501931	4.62785	4.79084	4.911539	4.217991	3.030605	5.419045	3.205583	3.294698	6.088962	5.58296	5.247271	5.080076	4.7852	4.107129
"PIF1..PIL5"	2.1887241	1.975947	3.2409676	3.9067616	0.9798321	2.3955462	4.06321	5.6931947	3.5410886	2.6701361	4.5417526	3.8462359	3.7987464	1.5370399	2.6050831	3.6408976	1.9991566	3.2151713	3.3236825	2.352558	2.4296432	4.7531079	3.0631669	1.2926942	1.5071647	2.5527417	2.0566495	2.5431202
"ANAC037..VND1"	3.641684	2.024722	3.62539	1.856183	2.541275	2.996224	2.227104	4.835122	4.283044	4.686602	3.876962	4.39687	2.571996	4.473169	5.424471	5.434505	4.634195	3.392362	4.974268	4.980834	3.136619	5.473974	6.203076	6.43247	7.062798	6.523832	6.87277	6.460666
"PDLP6"	3.335903	1.8076	1.287343	1.439097	2.116691	1.757476	2.36662	5.112457	3.86814	3.34331	4.289214	3.548217	2.578074	2.102432	5.291531	4.540029	4.04634	4.474685	5.374267	5.51764	5.191	5.892756	7.207257	6.898943	7.532493	6.930607	7.379478	7.424812
"ATBZIP34..BZIP34"	6.3843577	3.9659984	2.7651285	5.3745081	2.1102384	3.9600453	2.2495222	5.8239629	1.9713942	3.1835684	2.5962514	4.408068	3.0566222	2.9254572	2.9301579	1.3087616	1.433222	1.6306684	2.286122	2.0907978	1.254895	3.7080823	0.4966344	1.0445967	2.6086933	5.4575426	3.778563	4.2922712
"ABCC13..ATMRP11..MRP11"	3.058648	2.533763	1.798838	3.157593	3.248546	2.246381	4.400228	4.631037	4.816995	4.066254	4.140375	3.735568	2.143041	2.252314	5.419819	5.448202	3.826595	3.923651	2.149602	4.376621	3.37177	5.565831	4.708226	5.790529	6.345986	5.812524	5.60063	6.384539
"GGPS4"	5.13634	5.121015	2.405749	4.002622	4.426839	2.591374	3.046552	5.585351	3.791001	4.502139	5.052042	4.523126	4.723419	4.178764	5.609576	4.251383	5.146066	3.232873	3.984751	2.843934	2.071197	6.205943	4.116948	4.040736	4.129587	5.81062	4.927669	1.559903
"ATMTPB1..MTPB1"	4.867942	3.575143	3.466522	2.462816	2.652316	1.638295	3.672089	5.78558	5.774414	6.296637	5.049752	6.024954	3.909182	5.06759	7.347202	8.405074	8.803305	8.264087	7.658695	6.813844	7.074007	5.560676	6.081477	6.796917	5.338684	5.607524	4.64886	3.181147
"ATCB5.C..B5..CB5.C..CYTB5.C"	5.595577	3.141768	4.089614	4.681399	5.410989	5.929798	7.075433	4.020043	4.916834	7.170522	8.725604	9.186364	8.177168	8.665412	6.450512	3.631655	7.526998	8.100217	9.860422	9.535326	9.265395	7.403265	8.024363	8.742786	8.69686	9.172358	9.73602	9.824233
"BOP2"	3.116515	1.591345	3.725513	1.669206	3.987993	1.484668	2.526033	5.031615	3.518053	3.120954	3.699269	3.223048	2.270513	1.748287	7.023242	6.271007	4.329243	4.215826	5.565366	2.268442	2.086357	6.195642	5.636203	5.753042	4.53395	5.00989	3.011905	3.22742
"ATM10..M10"	4.273791	1.759773	4.764084	6.499569	7.299994	7.86563	7.940355	3.828164	3.337913	3.555805	4.309874	7.04686	6.724189	6.78371	2.103534	2.52082	3.334401	3.876316	5.670546	6.265739	5.844353	3.759497	2.007591	1.566194	3.136163	4.893169	4.957747	5.583648
"cdf3..LP2..LTP2"	4.215413	4.952176	6.633088	6.697139	7.481628	7.240921	8.451325	6.107398	7.663707	8.74847	11.327502	11.345088	9.883592	9.934655	5.02359	7.486885	9.861891	10.163815	9.726569	9.528424	9.828748	4.517111	8.926555	11.235457	11.499395	10.114752	10.574742	10.534521
"SSL1"	2.723476	2.256407	4.233607	2.092667	3.669768	2.813087	2.879639	3.490138	4.24132	3.818933	3.882	5.055877	5.355681	5.143648	6.022751	3.438483	4.612788	2.605519	3.501094	3.286205	4.261829	4.10869	6.237296	5.206634	4.976187	5.66471	5.684066	5.391923
"ATSPLA2.ALPHA..PLA2.ALPHA"	5.533294	3.113711	2.569122	3.872086	3.89714	3.101984	3.135298	10.263993	7.965291	8.9808	9.503708	9.195399	9.937018	9.90009	8.937809	8.159978	7.568748	8.989652	9.240307	8.366835	8.914339	8.16593	5.57346	5.734439	6.622352	6.79355	5.995124	6.685249
"AMS"	3.165122	3.106197	3.267388	3.061457	3.591287	3.374028	2.734003	5.220967	3.844124	4.030733	2.537033	4.431662	3.938143	3.776867	6.494461	6.939816	6.01856	5.472157	4.169307	3.681875	5.17752	5.336059	4.253756	4.511041	2.149426	2.700097	2.251276	3.161542
"SGD9..SUVH5"	3.98907	4.391154	5.910994	6.023066	6.227573	6.795765	6.40721	3.954863	2.805616	3.728106	4.630389	5.026485	5.800995	5.908657	2.283763	3.429055	4.783489	3.430429	5.308173	3.071289	4.688953	4.175766	3.927345	4.010029	4.013554	5.059942	5.294866	3.903957
"ATWRKY43..WRKY43"	2.580568	2.677799	3.483996	3.035531	3.043081	4.51182	4.314439	3.16188	1.94967	5.574277	6.442578	4.51164	3.242677	2.351463	2.989339	7.134012	9.861111	9.633057	8.346317	5.644241	7.037251	2.955094	4.030957	6.527933	6.421525	5.063694	2.653859	3.309485
"GDCH"	3.418793	2.112138	1.91291	2.937782	2.440471	2.709032	2.430081	6.031165	6.673352	5.927856	6.286715	5.173327	4.047573	3.138756	2.35497	2.903848	3.768596	5.777913	3.264578	3.445135	2.786659	2.328001	3.719152	3.489171	1.795924	2.422922	2.146218	3.924326
"ATBRXL1..BRXL1"	3.857289	3.551818	2.525226	4.457364	1.768962	2.565165	2.993209	3.833405	3.811007	3.992358	4.02252	1.742266	4.044209	3.278359	5.546508	5.633944	5.242263	4.407105	4.860859	4.588122	4.364855	2.994273	4.484127	4.783102	4.19548	4.602984	4.930564	5.336086
"PY..THIC..PY..THIC..PY..THIC"	3.349552	2.254209	3.314042	3.045053	4.248824	1.238693	3.283902	5.179085	5.998267	5.924939	6.734963	6.126542	4.297137	5.520305	4.062035	4.77047	3.263641	3.659146	3.942564	3.39513	3.675567	3.638611	4.44235	3.435646	3.011962	4.405905	4.778888	4.58203
"ATNADP.ME1..NADP.ME1"	4.377977	4.624042	8.239189	8.310473	7.286894	7.056828	6.723257	3.306856	9.250539	9.305329	9.898971	9.3366	8.303611	8.547999	3.228271	7.214468	8.416537	8.827765	8.682878	7.946883	7.640656	4.214039	8.10172	8.895569	8.431126	7.794148	7.546819	7.181563
"PKS1"	4.838287	3.844337	4.323929	4.453176	4.482137	3.658982	4.462323	9.241117	7.24643	8.989486	8.546309	8.191796	9.160028	8.820296	6.825929	5.666378	5.782806	6.465527	6.352797	6.381792	5.878597	6.673736	4.725617	4.732818	5.639403	4.875925	5.186677	4.515637
"AtPPa3..PPa3"	8.472275	6.7847	4.371738	6.088404	6.43106	6.103164	5.57001	7.477274	4.341658	6.783343	7.007271	7.376515	6.016299	5.792172	8.206357	6.217986	3.729054	5.085351	4.257858	5.086323	2.016842	9.074792	7.213814	5.702517	5.408286	8.648292	7.585824	5.884413
"ATHB.4..ATHB4..HB4"	6.216545	5.331992	5.58911	5.569081	4.455513	5.375	3.701176	4.214262	4.379034	4.1847	3.263885	3.949025	4.826371	4.472857	4.624111	3.299054	2.485102	4.404722	4.168382	4.072748	4.050427	3.382171	4.3737	3.501336	3.208853	3.170012	2.793562	2.358636
"PYL2..RCAR14"	3.648547	2.878749	3.781336	3.038779	4.677112	6.009859	4.271842	8.199348	3.31722	6.815707	6.114765	6.630592	6.340878	5.701111	6.126997	3.713322	3.153824	6.515226	6.345892	6.376543	5.00983	6.64738	4.261529	5.160195	7.31707	7.648337	7.124491	7.218846
"CYP86A8..LCR"	5.38284	5.290473	4.829052	4.036214	4.339036	5.280657	4.355298	5.13938	3.755735	5.385098	6.441237	4.045809	4.970165	3.980112	6.849579	7.493956	8.830839	8.419996	7.62493	6.097024	6.515737	5.441224	4.829131	6.652883	6.808134	4.480151	3.211062	4.869919
"CYP710A2"	3.2031897	0.7451834	1.9558188	3.3093057	4.7840316	1.4336897	2.0045033	4.5578616	2.0285552	4.9628017	2.8493553	3.6543683	5.5488798	6.1205121	1.968799	0.8907899	2.2443983	0.8540702	0.939416	1.3810598	1.6828631	3.5462244	2.7790525	1.0542377	3.6688101	3.2367534	2.6776173	4.1627356
"TBL34"	8.017763	4.179631	2.656064	3.024658	4.52066	4.473653	4.278796	7.90754	5.820323	7.206207	5.506104	6.086187	5.986411	5.709408	8.877953	6.81529	6.666766	6.136041	5.933642	6.92774	5.849342	9.014185	8.720457	8.566549	9.322836	8.544648	8.98569	8.901963
"ATWL2..CIPK13..SnRK3.7..WL2"	7.035196	6.667183	3.793963	5.79174	7.088659	6.649763	6.86508	7.735273	4.359847	4.593302	5.086756	6.625107	6.100843	5.953862	5.424378	5.417914	3.734312	3.171612	5.615868	5.531987	3.535413	7.869437	3.935585	4.218141	4.615303	7.157079	6.159245	5.427011
